pais,regiao,uf,estado,municipio,bairro,endereco,nome_igreja,cnpj,canal_doacoes,contato,nome_paroco,vigarios_diaconos,diocese_arquidiocese,fonte_oficial,url_fonte,id_fonte,data_coleta,status_validacao,observacoes
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Octogonal,"AOS 03/08, AREA ESPECIAL, LOTE 06-OCTOGONAL CEP:72660-020",Rainha da Paz,,,Tel: 61 3999-1967 | WhatsApp: 61 93300-8485,Pe. EMMANUEL IFEKA NWORA,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/rainha-da-paz/,4518,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,SGAS quadra 914 Bloco B 66 Asa Sul - Brasília-DF CEP: 70390-140,Santo Cura d’Ars,,,Tel: (61) 3245-2013,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santo-cura-dars-2/,4513,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Vicente Pires,"Área Especial 01, Conjunto 01, Quadra EPTG 4, Trecho 03 Setor Habitacional Vicente Pires – DF",São Francisco de Assis,,,Tel: 61 99450-7297 | WhatsApp: 61 99450-7297 | Email: paroquiasaofrancisco17@gmail.com | Facebook: https://www.facebook.com/saofranciscovp | Instagram: https://www.instagram.com/saofranciscovp,Pe. Paulo Guilherme Borges Chaves,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-francisco-de-assis/,4501,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Planaltina,"Condomínio Mte. D'armas Módulo 2/3 - DVO, Planaltina/DF - CEP: 73380-100",Sagrado Coração de Jesus,,,Tel: (61) 99968-6082,Pe. Douglas Pitombo da Silva,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sagrado-coracao-de-jesus/,4461,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Planaltina,QD EQ A/B Conj. A/B1 Lote 02 - Setor Residencial Oeste - Vila Nossa Senhora de Fátima – Planaltina/DF - CEP: 73.340-792,Nossa Senhora de Fátima,,,,José Ferreira dos Santos,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/paroquia-nossa-senhora-de-fatima/,4455,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Sobradinho,"Quadra 01 Conjunto 01 Área Especial 02, Vila DNOCS – Sobradinho-I/DF -CEP: 73.020-506",NOSSA SENHORA DA CONCEIÇÃO APARECIDA,,,WhatsApp: 61 98109-9455,José Valdo C.M,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-da-conceicao-aparecida/,4450,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Lago Norte,SHTQ Q 03 Área Especial Nº 3 - Taquari – Lago Norte • CEP: 70.297-400,Paróquia Santo Antônio de Sant´ Ana Galvão (São Frei Galvão),,,Tel: (61) 99420-3711 | WhatsApp: (61) 99420-3711,Padre Luiz Octávio de Águia Faria,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/paroquia-santo-antonio-de-sant-ana-galvao-sao-frei-galvao/,4438,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,DF,Brasília,Águas Claras,"Quadra 103 Lote 865 Águas Claras, Blvd. Norte, Brasília - DF, 71906-500",PARÓQUIA NOSSA SENHORA DA ASSUNÇÃO,,,Tel: (61) 3435-2815 | Email: nassuncao.aguasclaras@arquidiocesedebrasilia.org.br,Pe. Manuel Sánchez Sánchez,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/paroquia-nossa-senhora-da-assuncao/,3403,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,Pennsylvania,Philadelphia,Asa Sul,"EQS 307/308 - Asa Sul, Brasília - DF, 70390-100",Igrejinha Nossa Senhora de Fátima,,,Tel: (61) 3443-2869,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/igrejinha-nossa-senhora-de-fatima/,1833,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Sol Nascente,"SH Sol Nascente - Ceilândia, Brasília - DF, 72236-800",Santa Clara de Assis,,"Dízimo, Liturgia, Mesce, pastoral Familiar, pastoral da Saúde, pastoral da Criança, pastoral da Comunicação, Renovação Carismá",Tel: 61 99378-9691 | WhatsApp: 61 99378-9691 | Email: Santaclara.solnascente@arquidiocesedebrasilia.org.br,Pe. Henrique de Sousa Mendonça,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santa-clara-de-assis/,1826,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,AV. W5 SGAN 905 Conjunto A Asa Norte,Paróquia Divino Espírito Santo,,,Tel: (61) 3142-5083 | WhatsApp: (61) 3142-5083 | Email: secretariadivinoespiritosanto@gmail.com | Facebook: https://www.facebook.com/paroquiadivinoespiritosantonorte/ | Instagram: https://www.instagram.com/divinoespiritosantonorte/,Pe. Anderson de Lima Alencar,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/divino-espirito-santo/,1823,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Lago Norte,"SHIN QI 03, Lote A, Área Especial – CEP: 71505-200 – Lago Norte - Brasília/DF",Nossa Senhora do Lago,,,Tel: (61) 3368-3790 | WhatsApp: (61) 98283-9887 | Email: pnsdolago@gmail.com | Facebook: https://www.facebook.com/nossasenhoradolago | Instagram: https://www.instagram.com/nossasenhoradolago/,André Marinho de Souza,Lucas Soares dos Santos; Odilo Pedro Lunkes,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-do-lago/,1817,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Recanto das Emas,"Q 309 - Recanto das Emas, Brasília - DF, 72622-200",Paróquia São Rafael Arcanjo,,,Tel: 61 3060-2481 | WhatsApp: 61 3060-2481,Pe. Felipe Ferreira de Souza,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/paroquia-sao-rafael-arcanjo/,1812,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Itapoã,SH Jardins Condomínio Mansões Entrelagos Et 1,Nossa Senhora Auxiliadora,,,Tel: 61 3369-1830 | Email: paroquia.auxiliadora.entrelagos@gmail.com,"Frei Felipe Rocha, OCD",,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/paroquia-nossa-senhora-auxiliadora/,1793,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Jardins mangueiral,"SHMA Avenida Mangueiral, Praça de Atividades 1 Lote 4, Brasília - DF, 71687-252",Paróquia São João Paulo II,,,Tel: (61) 99444-0487 | WhatsApp: (61) 99444-0487 | Email: psjoaopaulo02@gmail.com,Padre Luciano Mattar Eleutério da Silva,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/paroquia-sao-joao-paulo-ii/,1623,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Lago Norte,"SHIN EQL 11/13 - Lago Norte, Brasília - DF, 70297-400",Pai Nosso,,,Tel: (61) 3686-3950,Silvano Jader de Amorim,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/pai-nosso-lago-norte/,1462,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Cruzeiro,"SHCES QUADRA 801 LOTE 02 Área Especial - CRUZEIRO NOVO - Brasília - DF, 70655-810",Santa Teresinha,,,Tel: 6132343414 | WhatsApp: 61-99835-1004,Pe. Renato Schneider SdC,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santa-teresinha-2/,1067,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"SGAS 913 – Conj A lts. 50/52, Asa Sul, 70.390-060",Nossa Senhora do Carmo,,,Tel: (61) 3346-2477 | WhatsApp: (61) 9 9141-9924 | Email: carmodistritofederal@gmail.com,FREI RENÊ AUGUSTO VILELA DA SILVA,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-do-carmo/,530,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,Pennsylvania,Philadelphia,Samambaia,"QS 305 conj. 1 Lt.1-4, Samambaia, 72.350-511",Beato José Allamano,,,,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/beato-jose-allamano/,632,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,SGAS SETOR DE GRANDES AREAS DE SUL 905 - ASA SUL- BRASILIA,Santa Cruz e Santa Edwiges,,,Tel: 61 3242-4761 | WhatsApp: 61 3242-4761 | Email: santacruzesantaedwiges@gmail.com,"Padre José Ailton Teodoro, CSS",WENDERSON NASCIMENTO,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santa-cruz-e-santa-edwiges/,501,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"EQS 311/312, Asa Sul, 70.364-400",Nossa Senhora de Guadalupe,,,Tel: 61 982489190 | WhatsApp: 61 982489190 | Email: secretaria@paroquiadeguadalupe.com.br | Site: https://paroquiadeguadalupe.com.br/ | Facebook: https://www.facebook.com/pnsg12/?locale=pt_BR | Instagram: https://www.instagram.com/guadalupe.bsb,PE. EDER LUIS MONEGAT,Padre Mauricio I Padre Iuri I Padre Javier (auxiliar),Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-de-guadalupe/,531,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"SEPS 702 Bl.B, Asa Sul, 70.330-720",Santuário São João Bosco,,,Tel: 61 99637-6047 | WhatsApp: (61) 99637-6047 | Email: dombosco.asasul@arquidiocesedebrasilia.org.br | Site: https://www.salesianos.br/unidade/santuario-dom-bosco | Instagram: https://www.instagram.com/santuariosaojoaobosco/,Pe. João Carlos André,Pe. Sergio,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santuario-dom-bosco/,510,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"SGAS 906/D Lts. 10/11, Asa Sul, 70.390-060 - Cx Postal 307 - 70359-970",Santuário Nossa Senhora de Fátima,,,Tel: (61) 3443-2869 | WhatsApp: (61) 99245-5545 | Email: paroquia@pnsfatimabsb.com.br,Frei Reinaldo dos Santos Pereira,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-de-fatima/,532,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"SGAS 908, lotes 24/25, Asa Sul, 70.390-080",São Judas Tadeu,,"ofertar à nova capital, um “fac-símile” da imagem de São Judas Tadeu, venerada desde 1934, na Igreja Matriz desse icônicobairr",Tel: (61) 3686-7616 | WhatsApp: (61) 3686-7616 | Email: psjt908@hotmail.com | Instagram: https://www.instagram.com/psjt908sul/,Padre CARLOS FERNANDO HERNÁNDEZ SÁNCHEZ,Pe. Giovanni Tomaz Lopes Costa,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-judas-tadeu/,528,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"EQS 303/304 – Lote A, Asa Sul, 70.336-400",São Camilo de Lellis,,,Tel: (61) 3226 - 0300 | WhatsApp: (61) 9.9586-3036 | Email: psaocamilodf@gmail.com,"Padre Ariseu Ferreira de Medeiros, MI",,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-camilo-de-lellis/,529,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"SGAS 609 mód. B lotes 64/65 – Asa Sul, Brasília-DF/ CEP: 70200-690",Santa Rita de Cássia,,,Tel: (61) 3246-1361 | WhatsApp: (61) 3246-1361 | Email: santarita.asasul@arquidiocesedebrasilia.org.br | Instagram: https://www.instagram.com/psrc_df/,Pe. Francisco Lopes de Sousa,Diác. José Francisco Poletto,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santa-rita-de-cassia/,536,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Cruzeiro,"Qd. 03 – Bl. H, AE 08, Cruzeiro Velho, 70.640-085",Nossa Senhora das Dores,,,Tel: (61) 3233-9145 | WhatsApp: (61) 3233-9145 | Email: pnsdores@gmail.com | Facebook: https://www.facebook.com/nsdoresbrasilia/ | Instagram: https://www.instagram.com/nsdores/,Pe. Paulo Renato Pereira da Silva,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-das-dores/,534,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"SGAS 615 – Bl.D - lts. 108/109, L2 Sul/ Asa Sul, 70.200-750",Sagrado Coração de Jesus e Nossa Senhora das Mercês,,,Tel: (61) 3346-4155 | WhatsApp: (61) 3346-4155 | Email: secretariasagrado@gmail.com | Site: https://www.sagradomerces.com.br/ | Facebook: https://www.facebook.com/sagradomerces | Instagram: https://www.instagram.com/sagrado_merces/,"Padre Frei Elionaldo Ecione e Silva, O. de M.","Padre Frei Éder Michel Sousa Teles, O. de M. I Padre Frei Edalan Guedes de Andrade, O. de M.",Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sagrado-coracao-de-jesus-e-nossa-senhora-das-merces-2/,538,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Setor Sudoeste,"EQRSW 1/2 Lt 1, Sudoeste, 70.675-160",São Pio de Pietrelcina,,,Tel: 6199294-7301 | WhatsApp: 6199294-7301 | Email: secretaria@paroquiasaopio.com.br,Pe. Fernando Alves de Sousa,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-pio-de-pietrelcina/,535,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"Esplanada dos Ministérios, Brasília, 70.053-901",Catedral Nossa Senhora Aparecida,,,Tel: (61) 3224 4073 | WhatsApp: 6132244073 | Email: catedraldebrasilia@catedral.org.br,Padre Agenor Vieira,Pe. Bruno Henrique,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/catedral-nossa-senhora-aparecida/,539,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,Brasília,Asa Sul,Asa Sul,"SGAS 606 LOTES 41/42 - L2 SUL, Asa Sul, 70.200-660",Santuário Santíssimo Sacramento,,,Tel: (61) 3443-8909 | WhatsApp: (61) 3443-8909 | Email: secretaria.santissimo@gmail.com,Padre Wilson José Santos Pereira,Vigário Pe. Lázaro Ilzo Daniel,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santissimo-sacramento/,537,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
